label,T1R1SC1,T1R1SC2,T1R1SC3,T1R1SC4,T1R1SC5,T1R1SC6,T1R1SC7,T1R1SC8,T1R1SC9,T1R1SC10,T1R1SC11,T1R1SC12,T1R1SC13,T1R1SC14,T1R1SC15,T1R1SC16,T1R1SC17,T1R1SC18,T1R1SC19,T1R1SC20,T1R1SC21,T1R1SC22,T1R1SC23,T1R1SC24,T1R1SC25,T1R1SC26,T1R1SC27,T1R1SC28,T1R1SC29,T1R1SC30,T1R2SC1,T1R2SC2,T1R2SC3,T1R2SC4,T1R2SC5,T1R2SC6,T1R2SC7,T1R2SC8,T1R2SC9,T1R2SC10,T1R2SC11,T1R2SC12,T1R2SC13,T1R2SC14,T1R2SC15,T1R2SC16,T1R2SC17,T1R2SC18,T1R2SC19,T1R2SC20,T1R2SC21,T1R2SC22,T1R2SC23,T1R2SC24,T1R2SC25,T1R2SC26,T1R2SC27,T1R2SC28,T1R2SC29,T1R2SC30,T1R3SC1,T1R3SC2,T1R3SC3,T1R3SC4,T1R3SC5,T1R3SC6,T1R3SC7,T1R3SC8,T1R3SC9,T1R3SC10,T1R3SC11,T1R3SC12,T1R3SC13,T1R3SC14,T1R3SC15,T1R3SC16,T1R3SC17,T1R3SC18,T1R3SC19,T1R3SC20,T1R3SC21,T1R3SC22,T1R3SC23,T1R3SC24,T1R3SC25,T1R3SC26,T1R3SC27,T1R3SC28,T1R3SC29,T1R3SC30,T2R1SC1,T2R1SC2,T2R1SC3,T2R1SC4,T2R1SC5,T2R1SC6,T2R1SC7,T2R1SC8,T2R1SC9,T2R1SC10,T2R1SC11,T2R1SC12,T2R1SC13,T2R1SC14,T2R1SC15,T2R1SC16,T2R1SC17,T2R1SC18,T2R1SC19,T2R1SC20,T2R1SC21,T2R1SC22,T2R1SC23,T2R1SC24,T2R1SC25,T2R1SC26,T2R1SC27,T2R1SC28,T2R1SC29,T2R1SC30,T2R2SC1,T2R2SC2,T2R2SC3,T2R2SC4,T2R2SC5,T2R2SC6,T2R2SC7,T2R2SC8,T2R2SC9,T2R2SC10,T2R2SC11,T2R2SC12,T2R2SC13,T2R2SC14,T2R2SC15,T2R2SC16,T2R2SC17,T2R2SC18,T2R2SC19,T2R2SC20,T2R2SC21,T2R2SC22,T2R2SC23,T2R2SC24,T2R2SC25,T2R2SC26,T2R2SC27,T2R2SC28,T2R2SC29,T2R2SC30,T2R3SC1,T2R3SC2,T2R3SC3,T2R3SC4,T2R3SC5,T2R3SC6,T2R3SC7,T2R3SC8,T2R3SC9,T2R3SC10,T2R3SC11,T2R3SC12,T2R3SC13,T2R3SC14,T2R3SC15,T2R3SC16,T2R3SC17,T2R3SC18,T2R3SC19,T2R3SC20,T2R3SC21,T2R3SC22,T2R3SC23,T2R3SC24,T2R3SC25,T2R3SC26,T2R3SC27,T2R3SC28,T2R3SC29,T2R3SC30
I13,7+19j,25-9j,-4-26j,-33+3j,-7+34j,32+11j,22-22j,-4-26j,-24-9j,-18+10j,-2+22j,18+14j,23-10j,6-27j,-13-29j,-24-5j,-16+20j,9+19j,18+8j,14-8j,2-14j,-4-12j,-12+2j,-10+12j,6+18j,17+0j,5-14j,-14-11j,-14+12j,6+17j,16+18j,10-31j,-25-18j,-31+16j,13+43j,41+4j,20-35j,-19-33j,-38-5j,-28+31j,4+43j,38+22j,41-20j,6-48j,-13-42j,-50-14j,-37+37j,7+48j,42+16j,39-24j,6-44j,-37-36j,-50+11j,-15+56j,55+33j,44-43j,-24-45j,-42+13j,11+43j,40+9j,8-7j,-18-5j,-10+15j,8+11j,18-4j,5-14j,-12-11j,-17+5j,-7+16j,9+19j,20+5j,16-13j,-1-21j,-22-11j,-19-1j,-16+23j,12+23j,23+5j,13-20j,-9-23j,-24-8j,-23+19j,3+29j,32+10j,19-34j,-28-25j,-25+18j,14+25j,25-14j,-2-26j,16+15j,6-18j,-19-7j,-15+16j,16+20j,26-9j,-4-24j,-17-9j,-13+6j,-10+12j,8+16j,16+7j,17-5j,5-18j,1-18j,-20-14j,-27+10j,-9+28j,14+21j,31-2j,20-24j,-9-36j,-35-12j,-34+37j,23+51j,56-11j,5-43j,-41-13j,-13+41j,30+30j,9+16j,12-20j,-13-23j,-29+7j,-4+32j,25+13j,25-13j,2-27j,-21-21j,-24+7j,-18+25j,10+32j,34+8j,34-29j,13-43j,-30-37j,-47+7j,-17+40j,26+40j,39+3j,23-33j,-16-41j,-41-10j,-27+34j,27+40j,40-16j,-3-35j,-26-7j,-9+25j,14+16j,-5+1j,1-3j,8,-7-1j,-5+11j,8+9j,15-8j,13,-13-6j,-8+5j,-3+14j,10+11j,12-4j,3-18j,-9-17j,-15-1j,-7+11j,6+12j,14+1j,5-5j,-6-7j,-9+2j,-3+7j,5+1j,3-8j,-10+1j,-5+8j,6+2j,1-7j,-7-2j
I13,6+20j,24-10j,-10-26j,-29-2j,-16+34j,27+15j,29-15j,3-26j,-23-15j,-28+4j,-10+18j,11+26j,23+10j,22-16j,12-24j,-13-26j,-25-2j,-14+14j,1+19j,10+10j,15-3j,10-14j,-2-17j,-14-7j,-15+7j,4+14j,14+6j,16-14j,-9-16j,-18+2j,16-25j,-33-12j,-21+22j,15+37j,49-5j,21-44j,-29-31j,-38+4j,-21+32j,13+37j,40+22j,38-18j,11-53j,-34-43j,-47-25j,-46+26j,-5+55j,41+37j,51-7j,26-44j,-15-47j,-47-19j,-48+28j,-3+60j,66+28j,46-48j,-26-51j,-48+13j,6+51j,42+17j,12+9j,7-19j,-10-8j,-18+5j,2+22j,13+14j,14-9j,3-16j,-8-13j,-15+1j,-18+13j,1+19j,24+16j,27-9j,21-18j,-8-26j,-27-11j,-26+17j,-2+28j,22+21j,27-4j,13-25j,-14-29j,-35-3j,-18+39j,28+26j,29-19j,-14-30j,-31+10j,-3+29j,12+9j,5-19j,-18-13j,-14+19j,18+21j,20-2j,1-18j,-9-16j,-19+1j,-11+12j,-2+11j,9+16j,15+1j,19-10j,16-13j,-2-23j,-21-15j,-25+10j,-9+26j,16+28j,27+9j,29-24j,-1-38j,-41-24j,-41+30j,18+49j,42+2j,17-34j,-35-21j,-31+17j,16-15j,-17-13j,-17+11j,1+29j,29+12j,18-27j,-8-30j,-24-8j,-22+9j,-11+24j,14+28j,30+8j,31-23j,2-38j,-19-36j,-48-5j,-28+37j,9+42j,33+20j,37-15j,5-42j,-23-27j,-40+3j,-16+40j,32+35j,36-18j,-1-34j,-28-9j,-9+28j,17+19j,,-2+4j,4+3j,3-10j,-12-9j,-5+9j,8+14j,10+2j,12-5j,3-14j,-13-7j,-12+2j,-4+18j,7+11j,13+3j,12-12j,-5-13j,-10-5j,-10+2j,-1+8j,10+5j,-3+1j,1-6j,-7-1j,-4+6j,5+0j,3-4j,-5-5j,-5+6j,2+6j
I13,1+26j,28-5j,9-27j,-32-16j,-25+24j,17+23j,31-4j,10-28j,-11-22j,-23-4j,-15+15j,3+28j,25+15j,24-15j,16-24j,-14-24j,-27-2j,-13+16j,5+18j,14+5j,13-6j,1-15j,-8-13j,-17-7j,-14+16j,5+20j,17+0j,7-16j,-14-12j,-16+9j,22-11j,-18-23j,-30+16j,3+36j,48+17j,35-37j,-22-41j,-39-5j,-27+30j,5+45j,38+26j,41-16j,13-48j,-31-40j,-46-22j,-48+24j,-4+53j,40+33j,48-8j,24-43j,-22-46j,-46-13j,-42+37j,17+62j,66+8j,23-64j,-45-34j,-39+29j,25+44j,43-4j,-6-8j,-8+10j,10+17j,17-3j,10-20j,-10-20j,-19+5j,-5+15j,11+17j,21+5j,19-13j,-2-21j,-20-14j,-25+9j,-18+20j,5+27j,26+8j,22-17j,1-26j,-20-19j,-28+7j,-11+23j,18+26j,37-10j,4-39j,-41-13j,-18+29j,22+21j,25-22j,-10-27j,13+17j,9-20j,-15-18j,-17+7j,7+24j,20+2j,14-18j,-2-21j,-18-4j,-11+2j,-1+10j,4+16j,12+10j,19-10j,16-12j,-2-21j,-21-11j,-25+15j,-9+30j,22+26j,31+1j,24-27j,-9-38j,-43-13j,-34+44j,30+45j,41-18j,-1-42j,-41-2j,-19+31j,16-1j,-5-21j,-22+1j,-7+31j,24+21j,27-18j,-1-25j,-16-11j,-23+4j,-9+27j,8+32j,30+10j,29-24j,4-38j,-21-39j,-46-6j,-31+34j,12+40j,35+13j,30-20j,2-37j,-29-24j,-40+12j,-7+46j,38+17j,25-32j,-13-29j,-25+5j,1+28j,20+10j,2+8j,5-9j,-5-6j,-2+7j,9+11j,10-7j,1-11j,-4-7j,-11+3j,3+11j,13+10j,12-4j,1-15j,-7-12j,-14-3j,-12+12j,2+15j,9+6j,5-4j,1-4j,-5-2j,-4+3j,1+5j,9+0j,-5-10j,-10+3j,,9-1j,1-7j,-5-1j
I13,-16+12j,21+10j,17-19j,-11-29j,-34+6j,-12+32j,24+15j,29-4j,16-24j,-14-22j,-22-5j,-24+14j,-3+29j,18+24j,27+10j,26-15j,3-28j,-18-16j,-17+2j,-12+12j,8,14+6j,12-1j,12-15j,-5-22j,-19-5j,-12+15j,7+17j,20-5j,9-18j,-3+31j,31+1j,9-29j,-30-25j,-46+18j,5+49j,37+23j,37-18j,8-39j,-18-35j,-43-12j,-36+27j,-7+49j,39+32j,49+17j,44-32j,4-52j,-38-34j,-50+6j,-26+42j,12+48j,38+28j,53-18j,12-61j,-59-39j,-53+39j,16+51j,52+7j,13-48j,-33-32j,4-16j,-13-1j,-5+12j,13+14j,18-4j,1-22j,-9-14j,-17+4j,-7+17j,2+16j,16+15j,20-6j,11-19j,-14-22j,-21-16j,-26+11j,-8+25j,15+22j,28+4j,18-21j,-3-27j,-17-18j,-32+7j,-9+35j,37+22j,32-27j,-14-32j,-33+0j,-1+31j,27+16j,-2+15j,18-4j,1-19j,-23-7j,-12+27j,18+22j,22-1j,12-12j,-4-16j,-10-6j,-15-4j,-13+9j,8,12+19j,19+13j,23-5j,11-25j,-10-25j,-26-12j,-27+11j,-11+27j,13+30j,35+7j,31-32j,-22-48j,-51+4j,-13+41j,31+27j,31-28j,-8-35j,-8+20j,22+4j,11-20j,-10-23j,-32-2j,-13+29j,17+21j,23+1j,17-13j,2-31j,-19-20j,-30-2j,-29+26j,4+38j,21+35j,43+2j,30-31j,-10-43j,-35-17j,-35+17j,-12+37j,24+37j,38+2j,26-36j,-24-39j,-42+10j,-4+31j,19+15j,19-18j,-7-23j,3,3,-2-4j,-10-1j,-4+18j,13+10j,10-6j,10,-9-7j,-13+9j,-2+9j,4+12j,16+4j,9-11j,4-13j,-9-10j,-13-1j,-5+11j,5+9j,9+0j,5-8j,-6-12j,-7-1j,-2+6j,6+4j,5-6j,-6-4j,-4+6j,6+4j,5-3j
I13,17+17j,16-17j,-17-23j,-34+12j,-2+34j,30+13j,22-21j,-3-30j,-25-7j,-23+8j,-4+25j,13+20j,31+2j,20-26j,5-28j,-19-23j,-24+4j,-9+19j,7+19j,17+5j,13-9j,7-10j,-9-15j,-15-5j,-10+13j,9+18j,21+3j,8-17j,-13-13j,-16+6j,-11+24j,33+7j,14-27j,-22-24j,-47+14j,-4+49j,39+23j,34-18j,11-36j,-24-36j,-41-9j,-34+29j,3+50j,41+24j,52+9j,37-38j,-10-54j,-47-22j,-45+21j,-13+44j,26+41j,55+7j,37-38j,-16-61j,-67-9j,-27+61j,42+36j,42-23j,-19-48j,-44-4j,-4+9j,16+4j,5-12j,-10-8j,-20+4j,-6+21j,13+13j,15-5j,11-10j,-6-20j,-14-11j,-21+8j,-5+21j,16+17j,24+13j,22-15j,3-29j,-21-18j,-26+7j,-11+22j,10+25j,32+9j,21-20j,-8-38j,-40-7j,-14+37j,30+19j,22-19j,-18-28j,-29+4j,19+5j,-3-21j,-18-4j,-15+20j,20+20j,23-10j,2-22j,-15-10j,-14+6j,-10+8j,3+16j,13+10j,16+3j,15-14j,10-18j,-9-21j,-23-9j,-20+15j,3+30j,16+23j,34-1j,21-26j,-7-38j,-45-15j,-34+42j,30+41j,43-16j,5-40j,-40-7j,-24+30j,-12+15j,18+9j,16-17j,-12-23j,-29+0j,-12+27j,14+22j,26+2j,18-15j,-1-27j,-18-22j,-32+0j,-21+32j,10+37j,29+33j,44-8j,16-40j,-21-39j,-35-10j,-30+32j,5+36j,34+23j,38-14j,5-42j,-40-19j,-31+28j,9+28j,27+0j,3-28j,-17-12j,4-3j,-7-1j,2+6j,5+4j,6-10j,-10-7j,-10+5j,2,10+9j,10-5j,5-12j,-7-13j,-13+2j,-9+13j,-1+15j,12+7j,10-9j,2-12j,-2-7j,-13+6j,,7+7j,7-2j,-2-8j,-9+2j,-1+5j,4-2j,1-7j,-6-2j,-2+6j
I13,-8+20j,25+0j,15-28j,-22-21j,-30+23j,4+39j,27+9j,26-15j,7-24j,-17-17j,-28-3j,-18+16j,-2+28j,18+18j,28+5j,21-20j,-1-20j,-20-14j,-19-2j,-10+10j,2+19j,10+11j,17-1j,17-10j,-3-17j,-21-9j,-19+10j,3+15j,19-1j,10-17j,28-12j,-17-26j,-32+6j,-14+40j,31+28j,41-20j,9-41j,-27-26j,-41+3j,-29+29j,-1+42j,33+32j,52-9j,33-46j,13-49j,-31-40j,-55-1j,-35+38j,5+52j,38+27j,45-11j,29-45j,-13-52j,-60-18j,-47+52j,33+62j,59-4j,17-44j,-43-21j,-35+28j,-16+7j,7+13j,16-7j,7-17j,-8-12j,-17+6j,-10+14j,8+12j,19+3j,17-6j,6-16j,-8-19j,-26-4j,-24+17j,-14+21j,9+23j,29+10j,21-14j,2-29j,-19-20j,-26+3j,-20+23j,6+29j,37+12j,29-31j,-24-37j,-39+6j,-7+30j,30+8j,19-23j,10+15j,9-19j,-11-14j,-23+3j,-2+30j,24+13j,17-11j,10-18j,-8-12j,-14-4j,-14+0j,-13+12j,-1+16j,10+18j,13+11j,27-9j,10-24j,-13-21j,-27-9j,-28+10j,-14+27j,16+34j,37+7j,33-34j,-13-54j,-54-7j,-26+38j,24+35j,41-21j,2-40j,21-2j,-2-19j,-26-6j,-20+24j,12+24j,26+1j,20-22j,-7-23j,-19-12j,-26+2j,-18+24j,6+32j,31+17j,37-12j,35-27j,-1-43j,-35-23j,-41+11j,-20+34j,17+38j,39+9j,32-19j,12-37j,-29-33j,-40+24j,9+40j,29+12j,20-20j,-18-22j,-19+4j,-3+3j,-9-5j,-4+9j,6+8j,16+0j,5-14j,-14-8j,-8+2j,-4+10j,6+12j,12+2j,9-9j,-2-12j,-12-6j,-16-1j,-10+9j,4+10j,10+7j,9-1j,-1-11j,-10-2j,-4+3j,-4+3j,1+4j,4-11j,-12-4j,-5+6j,5+7j,9-4j,-4-9j
I13,23,-29+10j,2+31j,34+10j,20-37j,-24-35j,-39+6j,-19+26j,11+27j,26+9j,28-15j,6-26j,-26-27j,-31+2j,-25+17j,0,22+21j,22-6j,11-22j,-5-20j,-16-7j,-14+3j,-11+14j,-1+16j,23+5j,12-16j,-8-24j,-18-5j,-6+19j,12+16j,-24+23j,30+17j,25-17j,-7-41j,-51-9j,-29+46j,22+39j,44+8j,33-26j,5-48j,-30-35j,-51+0j,-33+40j,10+57j,32+49j,58+7j,36-44j,-10-59j,-41-30j,-47+15j,-24+48j,22+54j,58+17j,53-48j,-28-69j,-75-1j,-15+57j,39+38j,41-36j,-9-48j,-12-15j,-9+16j,10+11j,19-3j,6-18j,-17-14j,-16+7j,-7+20j,8+18j,21+10j,19-9j,8-24j,-12-19j,-29-4j,-29+7j,-14+27j,19+22j,32+4j,18-17j,-4-27j,-23-18j,-32+7j,-13+33j,28+34j,41-17j,44,-38-4j,-20+28j,27+20j,28-13j,-14-16j,-7+23j,22+8j,23-13j,-8-34j,-32-6j,-14+20j,4+22j,13+2j,12-4j,7-13j,-2-17j,-20-20j,-21-1j,-23+5j,-14+24j,12+25j,28+14j,25-15j,6-34j,-20-30j,-37-6j,-29+32j,12+51j,60+13j,26-47j,-27-38j,-43+10j,5+42j,38+15j,-16+12j,12+16j,27-2j,6-29j,-27-15j,-22+16j,-3+29j,21+17j,27-1j,19-26j,1-37j,-28-26j,-35+7j,-24+34j,-4+47j,40+32j,48-12j,13-42j,-20-43j,-40-9j,-34+26j,-2+43j,30+27j,48-12j,49,-41-17j,-25+23j,10+30j,33-7j,9-23j,-1+5j,4-8j,-13-3j,-5+8j,4+13j,13+2j,2-15j,-9-7j,-14+7j,-1+15j,9+15j,16+3j,10-7j,-1-15j,-12-12j,-16+5j,-5+13j,10+7j,12+2j,4-6j,-2-9j,-8-1j,-3+4j,2+6j,9-7j,-1-6j,-5+2j,,5+0j,-1-7j
I13,24+13j,5-26j,-26-18j,-25+17j,17+42j,34-8j,8-29j,-12-18j,-23+0j,-17+15j,2+22j,22+17j,25-7j,6-30j,-5-24j,-23-14j,-20+12j,1+17j,17+13j,17-3j,5-13j,1-15j,-11-14j,-15+2j,-8+16j,8+16j,16-7j,6-19j,-17-9j,-13+14j,3+26j,28-7j,-3-31j,-39-17j,-30+27j,12+41j,43+8j,31-30j,-3-42j,-37-23j,-45+13j,-18+45j,22+45j,50+9j,54-13j,19-55j,-32-48j,-55-5j,-31+34j,6+49j,39+30j,50-15j,14-55j,-40-51j,-69+18j,8,52+17j,31-43j,-35-33j,-40+12j,-5-11j,-12+4j,5+15j,17+10j,7-14j,-1-15j,-15-8j,-19+8j,-7+19j,15+16j,24+3j,15-18j,-4-25j,-21-12j,-30-3j,-17+27j,10+29j,28+12j,20-14j,3-26j,-17-21j,-29+5j,-10+33j,22+32j,41-10j,44,-33-7j,-18+31j,28+18j,23-15j,19-8j,-12-15j,-20+11j,2+24j,27+12j,16-20j,-9-25j,-23-1j,-16+13j,-5+13j,11+15j,16+1j,13-9j,1-16j,-6-21j,-18-16j,-24+4j,-10+22j,7+26j,27+11j,30-14j,9-35j,-27-29j,-43+7j,-12+49j,46+26j,35-25j,-12-36j,-39+10j,-11+35j,-6+18j,21+1j,10-21j,-18-20j,-26+7j,-1+30j,18+13j,23-3j,13-18j,-11-24j,-23-11j,-29+8j,-13+35j,24+34j,37+20j,38-20j,2-47j,-34-31j,-41+14j,-15+33j,17+33j,40+5j,29-24j,-12-44j,-46-5j,-19+38j,26+23j,25-10j,-8-25j,-24-5j,1+9j,5-5j,-7-9j,-10+4j,-5+13j,11+4j,12-6j,-2-16j,-12-8j,-6+8j,-3+12j,12+12j,17-5j,4-20j,-1-16j,-13-5j,-10+12j,3+15j,12+1j,5-5j,-1-6j,-7-2j,-4+1j,2+7j,6-2j,-3-5j,-7+1j,1+4j,6-2j,5
I13,4+23j,25-6j,1-27j,-21-20j,-21+25j,13+36j,33+1j,14-16j,-5-21j,-24-15j,-23+2j,-15+21j,7+31j,28+11j,30+1j,17-21j,-6-21j,-22-7j,-17+6j,-6+14j,4+14j,15+9j,13-3j,9-9j,-8-15j,-17+4j,-15+18j,9+14j,15-6j,3-18j,-20-20j,-23+26j,13+29j,43-5j,23-43j,-33-35j,-41+4j,-22+35j,12+40j,37+19j,42-12j,18-41j,-25-47j,-51-18j,-50+4j,-30+43j,20+53j,49+22j,48-17j,15-43j,-28-41j,-51-14j,-52+27j,-5+62j,62+28j,50-44j,-21-54j,-44-2j,-9+46j,34+28j,9-9j,-13-11j,-12+6j,-1+25j,15+13j,15-13j,2-14j,-11-16j,-19-3j,-12+12j,-1+21j,16+14j,25-5j,17-20j,5-26j,-19-21j,-31+3j,-17+21j,4+27j,23+13j,27-11j,11-27j,-12-30j,-38-5j,-18+38j,25+29j,32-19j,-4-27j,-29+1j,-12+25j,20+16j,5-15j,-15-15j,-24+11j,4+30j,24+10j,15-7j,-1-21j,-14-10j,-11+2j,-19+9j,-4+16j,8+20j,15+9j,16+7j,20-15j,2-26j,-15-21j,-21-5j,-21+20j,-1+30j,25+27j,39-1j,25-44j,-32-48j,-48+13j,-8+45j,33+27j,32-30j,-10-36j,-7-13j,-18+12j,1+23j,26+10j,21-21j,-9-24j,-28-7j,-23+13j,-5+23j,12+24j,23+13j,32-16j,7-31j,-16-34j,-36-26j,-48+12j,-10+43j,24+32j,44+8j,34-24j,-4-41j,-26-23j,-38+2j,-20+40j,32+31j,35-10j,5-27j,-26-15j,-13+22j,8+19j,-9+2j,5+1j,4-8j,-8-8j,-11+3j,-3+10j,10+0j,11-7j,1-12j,-11-9j,-12-4j,-9+15j,1+9j,15+8j,18-4j,9-16j,-9-10j,-10+1j,-10+11j,0,9+2j,1-5j,-1-5j,-5+0j,2+10j,4+0j,-1-5j,-5-7j,-5+8j,5+5j
I13,5+26j,17-12j,-11-22j,-30-2j,-8+34j,33+25j,34-19j,9-28j,-21-20j,-23+3j,-16+20j,1+25j,27+17j,29-11j,20-21j,-11-27j,-27-5j,-17+13j,-3+19j,12+12j,13+2j,10-10j,1-10j,-5-13j,-17+4j,-5+21j,17+16j,16-8j,-3-18j,-15-6j,25+11j,15-29j,-22-25j,-37+16j,2,41+12j,29-22j,-5-39j,-34-23j,-41+5j,-24+35j,16+44j,44+14j,48-26j,34-40j,-13-49j,-52-22j,-45+28j,-8+48j,31+37j,50+1j,37-37j,-5-59j,-56-27j,-51+45j,28+58j,53-8j,10-44j,-41-14j,-34+27j,-17-5j,-9+13j,7+10j,16-6j,3-17j,-16-5j,-8+7j,8,10+12j,19+6j,16-11j,-1-23j,-18-12j,-26+5j,-22+15j,-2+25j,21+17j,26-7j,9-24j,-13-23j,-29-6j,-24+17j,-2+34j,34+18j,29-27j,-20-33j,-32+11j,9,29+3j,17-21j,12+12j,2-20j,-16-12j,-15+18j,18+23j,28-7j,7-16j,-12-19j,-18-1j,-13+4j,-7+9j,6+13j,15+10j,16-5j,20-14j,2-26j,-20-16j,-28+2j,-20+26j,4+33j,23+18j,29-9j,16-35j,-26-37j,-55+10j,-4+53j,38+17j,33-25j,-23-37j,-38+4j,15+12j,12-15j,-15-20j,-30+4j,-10+26j,16+21j,28-11j,12-19j,-10-27j,-21-9j,-27+13j,-13+32j,16+29j,41+7j,40-12j,16-42j,-29-41j,-40+0j,-27+27j,5+42j,37+18j,42-15j,15-38j,-34-35j,-45+21j,1+38j,27+15j,21-20j,-18-16j,-23+5j,1-3j,2-5j,-4-1j,-1+10j,12+10j,16-5j,-7-9j,-10-9j,-12+7j,,11+5j,15-5j,5-11j,-9-14j,-11-5j,-14+5j,-2+16j,6+7j,5+0j,3-9j,-9-7j,-12-1j,-4+6j,7+5j,5-10j,-6-2j,1+2j,3+5j,7-7j,-3-7j
I13,3+22j,20-1j,4-21j,-38-10j,-21+33j,26+29j,27-6j,3-27j,-17-23j,-26+3j,-22+20j,6+24j,25+10j,26-12j,16-24j,-14-27j,-25-10j,-15+13j,-1+16j,15+13j,15-2j,11-9j,12,-17-9j,-20+9j,-2+16j,14+4j,17-16j,-11-18j,-18+0j,23-15j,-26-25j,-31+19j,8+35j,46+12j,21-37j,-25-41j,-38-7j,-24+26j,2+38j,37+21j,46-10j,22-45j,-28-41j,-43-27j,-52+19j,-13+52j,32+40j,52-5j,28-41j,-6-48j,-43-23j,-52+27j,-5+65j,60+31j,44-46j,-27-45j,-50+16j,5+49j,39+18j,10-5j,-13-16j,-19+6j,6+14j,17+5j,8-14j,-5-22j,-12-10j,-12+8j,-6+13j,14+13j,22+6j,18-14j,-7-24j,-16-20j,-27+0j,-12+26j,12+25j,30+4j,19-19j,1-26j,-24-16j,-34+12j,-3+37j,37+17j,27-30j,-19-27j,-32+15j,11+30j,27+4j,12+15j,13-14j,-20-20j,-20+11j,5+32j,31+3j,14-24j,-5-21j,-19-4j,-14+3j,-2+15j,5+15j,14+7j,18-7j,20-15j,3-24j,-19-17j,-25+10j,-13+24j,12+29j,29+9j,30-19j,40,-37-26j,-48+34j,15+51j,45+2j,14-33j,-36-19j,-29+22j,17-7j,-16-17j,-16+6j,-4+26j,23+18j,23-18j,-1-24j,-15-12j,-24+2j,-10+26j,7+29j,26+13j,38-17j,8-42j,-15-38j,-41-6j,-38+26j,2+45j,37+20j,33-16j,15-34j,-23-38j,-40+4j,-22+40j,25+34j,42-16j,-4-32j,-27-10j,-13+24j,12+23j,-5+1j,2+0j,9-3j,-5-5j,-14+3j,1+13j,13+4j,9-4j,-3-14j,-10+1j,-11+10j,2,17+9j,15-10j,4-12j,-9-9j,-15-1j,-10+11j,6+9j,5-1j,8-3j,-1-9j,-6+1j,-3+7j,5-2j,4-6j,-8-3j,-3+1j,5+1j,-1+3j
I13,17+13j,11-27j,-23-17j,-20+19j,14+33j,32-3j,8-31j,-21-16j,-22+4j,-10+26j,7+22j,28+4j,21-21j,-11-32j,-23-21j,-27+5j,-7+21j,16+16j,16-1j,12-11j,-2-14j,-15-8j,-16+1j,-9+17j,11+18j,19-5j,1-18j,-16-7j,-10+17j,9+15j,1-32j,-29+12j,2+33j,40+17j,27-37j,-28-41j,-44+5j,-20+35j,20+37j,39+7j,35-33j,-5-47j,-41-25j,-45+20j,-33+36j,14+53j,55+17j,41-32j,52,-42-26j,-48+14j,-19+46j,34+46j,62-9j,13-70j,-61-30j,-36+40j,22+41j,42-24j,1-41j,1-16j,-15+8j,3+16j,15+10j,15-17j,-10-23j,-20-1j,-13+11j,3+20j,16+8j,22-11j,5-21j,-16-17j,-21+3j,-20+12j,9,26+18j,25-10j,8-28j,-22-19j,-29+3j,-13+23j,19+28j,38-4j,7-44j,-39-16j,-19+28j,18+22j,24-20j,-7-26j,20+1j,-14-18j,-24+9j,3+27j,26+5j,14-21j,-18-18j,-20+1j,-11+10j,8,18+2j,13+0j,13-14j,-7-17j,-11-18j,-26-1j,-17+19j,5+24j,27+14j,27-13j,11-30j,-23-29j,-38+3j,-17+41j,37+41j,47-28j,-9-42j,-42-4j,1,34+20j,3-21j,-18-3j,-8+19j,20+20j,26-15j,-7-26j,-23-14j,-20+14j,4,16+18j,33+6j,21-29j,-11-34j,-39-17j,-44+7j,-19+40j,27+38j,45-3j,20-34j,-13-38j,-38-6j,-28+27j,4+38j,42+16j,26-40j,-27-31j,-32+11j,2+26j,23+2j,13-16j,-4+1j,10-5j,-3-10j,-12+1j,2+12j,9+2j,8-14j,-5-10j,-8+2j,-6+8j,7+20j,16-2j,9-10j,-4-18j,-13-10j,-14+5j,-2+14j,12+8j,8-3j,3-8j,-9-3j,-5+5j,2+5j,5+2j,-1-12j,-9+1j,-2+5j,8+1j,-3-7j,-5+1j
